system_name,HBM_power(W),HTC(kW/(m2K)),TIM_conductivity(W/(mK)),infill_conductivity(W/(mK)),underfill_conductivity(W/(mK)),HBM_stack_height,dummy_Si,calibrate_GPU_slope,calibrate_GPU_intercept,calibrate_HBM_slope,calibrate_HBM_intercept
3D_1GPU,5.0,7.0,50.0,5.0,1.6,8,True,0.166,49.85,0.165,49.88
3D_1GPU,5.6,7.0,50.0,5.0,1.6,8,True,0.166,50.43,0.165,50.47
3D_1GPU,6.8024,7.0,50.0,5.0,1.6,8,True,0.166,51.60,0.165,51.67
3D_1GPU,5.0,7.0,50.0,5.0,19.0,8,True,0.164,49.80,0.163,49.80
3D_1GPU,5.6,7.0,50.0,5.0,19.0,8,True,0.164,50.38,0.163,50.39
3D_1GPU,6.8024,7.0,50.0,5.0,19.0,8,True,0.164,51.54,0.163,51.56
3D_1GPU,5.0,7.0,50.0,5.0,675.0,8,True,0.163,49.79,0.161,49.96
3D_1GPU,5.6,7.0,50.0,5.0,675.0,8,True,0.163,50.36,0.161,50.54
3D_1GPU,6.8024,7.0,50.0,5.0,675.0,8,True,0.163,51.52,0.161,51.69
3D_1GPU,5.0,7.0,50.0,10.0,1.6,8,True,0.166,49.91,0.163,50.48
3D_1GPU,5.6,7.0,50.0,10.0,1.6,8,True,0.166,50.45,0.164,50.82
3D_1GPU,6.8024,7.0,50.0,10.0,1.6,8,True,0.166,51.63,0.163,52.03
3D_1GPU,5.0,7.0,50.0,10.0,19.0,8,True,0.164,49.80,0.163,49.87
3D_1GPU,5.6,7.0,50.0,10.0,19.0,8,True,0.164,50.38,0.163,50.46
3D_1GPU,6.8024,7.0,50.0,10.0,19.0,8,True,0.164,51.54,0.163,51.63
3D_1GPU,5.0,7.0,50.0,10.0,675.0,8,True,0.163,49.78,0.162,49.87
3D_1GPU,5.6,7.0,50.0,10.0,675.0,8,True,0.163,50.35,0.162,50.46
3D_1GPU,6.8024,7.0,50.0,10.0,675.0,8,True,0.163,51.51,0.161,51.64
3D_1GPU,5.0,7.0,50.0,50.0,1.6,8,True,0.166,49.84,0.165,49.90
3D_1GPU,5.6,7.0,50.0,50.0,1.6,8,True,0.166,50.42,0.165,50.46
3D_1GPU,6.8024,7.0,50.0,50.0,1.6,8,True,0.166,51.59,0.165,51.63
3D_1GPU,5.0,7.0,50.0,50.0,19.0,8,True,0.164,49.80,0.163,49.85
3D_1GPU,5.6,7.0,50.0,50.0,19.0,8,True,0.164,50.38,0.163,50.43
3D_1GPU,6.8024,7.0,50.0,50.0,19.0,8,True,0.164,51.54,0.163,51.58
3D_1GPU,5.0,7.0,50.0,50.0,675.0,8,True,0.163,49.77,0.162,49.79
3D_1GPU,5.6,7.0,50.0,50.0,675.0,8,True,0.163,50.35,0.162,50.37
3D_1GPU,6.8024,7.0,50.0,50.0,675.0,8,True,0.163,51.51,0.162,51.54
3D_1GPU,5.0,7.0,5.0,5.0,675.0,8,True,0.187,50.52,0.186,50.54
3D_1GPU,5.6,7.0,5.0,5.0,675.0,8,True,0.187,51.19,0.186,51.21
3D_1GPU,6.8024,7.0,5.0,5.0,675.0,8,True,0.187,52.52,0.186,52.54
3D_1GPU,5.0,7.0,5.0,10.0,675.0,8,True,0.187,50.51,0.186,50.53
3D_1GPU,5.6,7.0,5.0,10.0,675.0,8,True,0.187,51.17,0.186,51.20
3D_1GPU,6.8024,7.0,5.0,10.0,675.0,8,True,0.187,52.51,0.186,52.53
3D_1GPU,5.0,7.0,5.0,50.0,675.0,8,True,0.187,50.50,0.186,50.54
3D_1GPU,5.6,7.0,5.0,50.0,675.0,8,True,0.187,51.16,0.186,51.21
3D_1GPU,6.8024,7.0,5.0,50.0,675.0,8,True,0.187,52.49,0.186,52.54
3D_1GPU,5.0,7.0,10.0,5.0,675.0,8,True,0.174,50.11,0.173,50.14
3D_1GPU,5.6,7.0,10.0,5.0,675.0,8,True,0.174,50.73,0.173,50.75
3D_1GPU,6.8024,7.0,10.0,5.0,675.0,8,True,0.174,51.96,0.173,51.99
3D_1GPU,5.0,7.0,10.0,10.0,675.0,8,True,0.174,50.10,0.173,50.12
3D_1GPU,5.6,7.0,10.0,10.0,675.0,8,True,0.174,50.72,0.173,50.73
3D_1GPU,6.8024,7.0,10.0,10.0,675.0,8,True,0.174,51.96,0.173,51.96
3D_1GPU,5.0,7.0,10.0,50.0,675.0,8,True,0.173,50.09,0.172,50.13
3D_1GPU,5.6,7.0,10.0,50.0,675.0,8,True,0.173,50.71,0.172,50.74
3D_1GPU,6.8024,7.0,10.0,50.0,675.0,8,True,0.173,51.94,0.172,51.98
3D_1GPU,5.0,7.0,50.0,5.0,675.0,8,True,0.163,49.79,0.161,49.96
3D_1GPU,5.6,7.0,50.0,5.0,675.0,8,True,0.163,50.36,0.161,50.54
3D_1GPU,6.8024,7.0,50.0,5.0,675.0,8,True,0.163,51.52,0.161,51.69
3D_1GPU,5.0,7.0,675.0,675.0,1.6,8,True,0.161,49.71,0.160,49.71
3D_1GPU,5.6,7.0,675.0,675.0,1.6,8,True,0.161,50.27,0.160,50.28
3D_1GPU,6.8024,7.0,675.0,675.0,1.6,8,True,0.161,51.41,0.160,51.41
3D_1GPU,5.0,7.0,675.0,675.0,19.0,8,True,0.160,49.70,0.159,49.71
3D_1GPU,5.6,7.0,675.0,675.0,19.0,8,True,0.160,50.26,0.159,50.27
3D_1GPU,6.8024,7.0,675.0,675.0,19.0,8,True,0.160,51.40,0.159,51.40
3D_1GPU,5.0,7.0,675.0,1.6,1.6,8,True,0.163,49.89,0.162,50.09
3D_1GPU,5.6,7.0,675.0,1.6,1.6,8,True,0.163,50.47,0.162,50.67
3D_1GPU,6.8024,7.0,675.0,1.6,1.6,8,True,0.163,51.62,0.162,51.84
3D_1GPU,5.0,7.0,675.0,1.6,19.0,8,True,0.161,49.86,0.159,50.32
3D_1GPU,5.6,7.0,675.0,1.6,19.0,8,True,0.161,50.35,0.159,50.68
3D_1GPU,6.8024,7.0,675.0,1.6,19.0,8,True,0.161,51.48,0.159,51.80
3D_1GPU,5.0,7.0,675.0,19.0,1.6,8,True,0.163,49.80,0.161,50.23
3D_1GPU,5.6,7.0,675.0,19.0,1.6,8,True,0.163,50.37,0.161,50.73
3D_1GPU,6.8024,7.0,675.0,19.0,1.6,8,True,0.163,51.52,0.161,51.81
3D_1GPU,5.0,7.0,675.0,19.0,19.0,8,True,0.161,49.76,0.159,50.18
3D_1GPU,5.6,7.0,675.0,19.0,19.0,8,True,0.161,50.31,0.159,50.64
3D_1GPU,6.8024,7.0,675.0,19.0,19.0,8,True,0.161,51.46,0.159,51.80
3D_1GPU,9.0,7.0,675.0,1.6,1.6,16,True,0.166,53.61,0.165,53.77
3D_1GPU,9.4,7.0,675.0,1.6,1.6,16,True,0.166,53.99,0.165,54.12
3D_1GPU,10.1218,7.0,675.0,1.6,1.6,16,True,0.166,54.68,0.165,54.77
3D_1GPU,9.0,7.0,675.0,1.6,19.0,16,True,0.162,53.69,0.157,54.91
3D_1GPU,9.4,7.0,675.0,1.6,19.0,16,True,0.162,54.07,0.157,55.29
3D_1GPU,10.1218,7.0,675.0,1.6,19.0,16,True,0.162,54.75,0.157,55.97
3D_1GPU,9.0,7.0,675.0,19.0,1.6,16,True,0.166,53.62,0.164,53.85
3D_1GPU,9.4,7.0,675.0,19.0,1.6,16,True,0.166,54.00,0.164,54.22
3D_1GPU,10.1218,7.0,675.0,19.0,1.6,16,True,0.166,54.66,0.163,55.05
3D_1GPU,9.0,7.0,675.0,19.0,19.0,16,True,0.162,53.49,0.161,53.78
3D_1GPU,9.4,7.0,675.0,19.0,19.0,16,True,0.162,53.87,0.160,54.21
3D_1GPU,10.1218,7.0,675.0,19.0,19.0,16,True,0.162,54.55,0.161,54.88
3D_1GPU,5.0,7.0,5.0,675.0,1.6,8,True,0.189,50.54,0.188,50.55
3D_1GPU,5.6,7.0,5.0,675.0,1.6,8,True,0.189,51.21,0.188,51.21
3D_1GPU,6.8024,7.0,5.0,675.0,1.6,8,True,0.189,52.55,0.188,52.55
3D_1GPU,5.0,7.0,5.0,675.0,19.0,8,True,0.187,50.51,0.186,50.54
3D_1GPU,5.6,7.0,5.0,675.0,19.0,8,True,0.187,51.17,0.186,51.20
3D_1GPU,6.8024,7.0,5.0,675.0,19.0,8,True,0.187,52.50,0.186,52.53
3D_1GPU,5.0,7.0,10.0,675.0,1.6,8,True,0.176,50.14,0.175,50.14
3D_1GPU,5.6,7.0,10.0,675.0,1.6,8,True,0.176,50.75,0.175,50.75
3D_1GPU,6.8024,7.0,10.0,675.0,1.6,8,True,0.176,52.00,0.175,52.00
3D_1GPU,5.0,7.0,10.0,675.0,19.0,8,True,0.174,50.11,0.173,50.13
3D_1GPU,5.6,7.0,10.0,675.0,19.0,8,True,0.174,50.73,0.173,50.75
3D_1GPU,6.8024,7.0,10.0,675.0,19.0,8,True,0.174,51.96,0.173,51.98
3D_1GPU,5.0,7.0,50.0,675.0,1.6,8,True,0.164,49.79,0.163,49.79
3D_1GPU,5.6,7.0,50.0,675.0,1.6,8,True,0.164,50.37,0.163,50.37
3D_1GPU,6.8024,7.0,50.0,675.0,1.6,8,True,0.164,51.54,0.163,51.54
3D_1GPU,5.0,7.0,50.0,675.0,19.0,8,True,0.163,49.78,0.162,49.81
3D_1GPU,5.6,7.0,50.0,675.0,19.0,8,True,0.163,50.35,0.162,50.38
3D_1GPU,6.8024,7.0,50.0,675.0,19.0,8,True,0.163,51.51,0.162,51.54
3D_1GPU,9.0,7.0,5.0,675.0,1.6,16,True,0.192,54.93,0.191,55.00
3D_1GPU,9.4,7.0,5.0,675.0,1.6,16,True,0.192,55.38,0.191,55.45
3D_1GPU,10.1218,7.0,5.0,675.0,1.6,16,True,0.192,56.18,0.191,56.26
3D_1GPU,9.0,7.0,5.0,675.0,19.0,16,True,0.188,54.81,0.187,55.06
3D_1GPU,9.4,7.0,5.0,675.0,19.0,16,True,0.188,55.25,0.187,55.51
3D_1GPU,10.1218,7.0,5.0,675.0,19.0,16,True,0.188,56.07,0.187,56.27
3D_1GPU,9.0,7.0,10.0,675.0,1.6,16,True,0.178,54.25,0.177,54.30
3D_1GPU,9.4,7.0,10.0,675.0,1.6,16,True,0.178,54.67,0.177,54.71
3D_1GPU,10.1218,7.0,10.0,675.0,1.6,16,True,0.178,55.41,0.177,55.45
3D_1GPU,9.0,7.0,10.0,675.0,19.0,16,True,0.175,54.08,0.173,54.37
3D_1GPU,9.4,7.0,10.0,675.0,19.0,16,True,0.175,54.49,0.173,54.78
3D_1GPU,10.1218,7.0,10.0,675.0,19.0,16,True,0.175,55.23,0.173,55.51
3D_1GPU,9.0,7.0,50.0,675.0,1.6,16,True,0.166,53.63,0.165,53.65
3D_1GPU,9.4,7.0,50.0,675.0,1.6,16,True,0.166,54.02,0.165,54.04
3D_1GPU,10.1218,7.0,50.0,675.0,1.6,16,True,0.166,54.72,0.165,54.74
3D_1GPU,9.0,7.0,50.0,675.0,19.0,16,True,0.164,53.55,0.163,53.59
3D_1GPU,9.4,7.0,50.0,675.0,19.0,16,True,0.164,53.93,0.163,53.97
3D_1GPU,10.1218,7.0,50.0,675.0,19.0,16,True,0.164,54.62,0.163,54.66
